,name,artist,duration,key,mode,beats,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,popularity,URI
35,Allergic,Post Malone,156893,0,1,4,0.154,0.665,0.741,3.02e-05,0.345,-3.694,0.0787,0.57,144.968,78,spotify:track:1YscJ7yVTlFxW3eF6pv5ba
36,Alone,Alan Walker,160427,10,1,4,0.229,0.673,0.914,0.000478,0.186,-3.962,0.0496,0.183,97.021,75,spotify:track:3LlmKSHR3Rs0Y3KHQLAYDk
37,Alone,Marshmello,273803,2,1,4,0.0241,0.631,0.953,0.0155,0.108,-3.739,0.0343,0.422,141.99,78,spotify:track:3MEYFivt6bilQ9q9mFWZ4g
38,"Alone, Together",The Strokes,188640,7,1,4,0.00778,0.515,0.863,0.896,0.0616,-5.756,0.0308,0.961,143.017,48,spotify:track:4UmJMAY5TqXPAnsDW1Mci7
39,Alright,Kendrick Lamar,219333,7,1,4,0.0742,0.796,0.766,0.0,0.0827,-5.974,0.238,0.558,110.034,73,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs
40,AMMO,D-wayne,376890,7,1,4,0.0178,0.738,0.759,0.685,0.0583,-4.508,0.0624,0.299,128.014,16,spotify:track:4RvgmSpMI4lLBu4IuQ2eEF
41,Andromeda (feat. DRAM),Gorillaz,197547,0,1,4,0.003,0.788,0.472,0.0322,0.59,-9.021,0.0475,0.257,130.084,65,spotify:track:2C0KFbb4v9CNWR5c9jWcKC
42,Angels,A$AP Rocky,227080,0,0,4,0.37,0.78,0.738,0.0,0.0849,-3.611,0.0812,0.539,120.547,58,spotify:track:0NFCFdJxEGCGO6EGkFCGgF
43,Angels (feat. Saba),Chance the Rapper,206240,5,0,4,0.294,0.771,0.647,0.0,0.37,-5.127,0.376,0.678,155.914,63,spotify:track:0jx8zY5JQsS4YEQcfkoc5C
44,Animals,Martin Garrix,304229,1,1,4,0.00107,0.675,0.868,0.715,0.374,-6.36,0.0392,0.0376,128.007,65,spotify:track:1TWfkGrhF7ob0nwB2M6knb
45,Anna (Go To Him) - Remastered 2009,The Beatles,177133,2,1,4,0.635,0.608,0.565,0.0,0.0601,-11.06,0.0336,0.835,109.286,60,spotify:track:2baEFuU0gQon0hgVRioI1o
46,"Another Brick in the Wall, Pt. 2",Pink Floyd,238747,0,1,4,0.0781,0.694,0.394,0.000677,0.247,-15.881,0.0428,0.719,104.126,76,spotify:track:4gMgiXfqyzZLMhsksGmbQV
47,Another Girl - Remastered 2009,The Beatles,125360,9,1,4,0.238,0.516,0.638,0.0,0.333,-7.453,0.0314,0.822,88.657,49,spotify:track:7hefVXaGsFPesbK6fKwS6F
48,Antidote,Travis Scott,262693,1,1,4,0.00767,0.713,0.526,0.000148,0.124,-5.046,0.032,0.131,131.05,77,spotify:track:1wHZx0LgzFHyeIZkUydNXq
49,Antidote - Radio Edit,Swedish House Mafia,177250,7,1,4,0.00645,0.648,0.859,0.0282,0.135,-4.974,0.111,0.633,128.03,46,spotify:track:38G32c3uJeFucSYweZv4pI
50,Any Colour You Like,Pink Floyd,206429,0,1,4,0.197,0.277,0.672,0.935,0.423,-12.582,0.0901,0.505,150.588,62,spotify:track:6FBPOJLxUZEair6x4kLDhf
51,Anywhere For You - Tiësto VS. Dzeko & Torres Remix,John Martin,348560,3,1,4,0.00447,0.647,0.881,0.000122,0.144,-4.222,0.0447,0.463,125.986,30,spotify:track:51a1wa8wjHt2fr5dhUbRQI
52,Apollo (feat. Amba Shepherd) - Hardwell's Club Life Edit,Hardwell,284600,6,0,4,0.00958,0.618,0.83,0.29,0.303,-5.147,0.122,0.117,128.128,31,spotify:track:5xgHK4NOWhvvfSUUHJyTdd
53,Apologize,Timbaland,184400,8,1,4,0.0292,0.653,0.604,0.0,0.097,-6.017,0.0278,0.101,118.016,61,spotify:track:6ucR4KfvsBFWCMVFDvyKKl
54,Apparently,J. Cole,293040,5,1,4,0.564,0.801,0.543,0.0,0.116,-9.236,0.091,0.534,133.982,69,spotify:track:1HNs07uZxZniPNmniw2GTa
55,Arcadia (feat. Luciana),Hardwell,193594,6,0,4,0.0028,0.608,0.888,3.46e-06,0.153,-3.192,0.0351,0.251,127.938,30,spotify:track:3HlckzlrHx8xd49xYDCBqH
56,ARE WE STILL FRIENDS?,"Tyler, The Creator",265480,10,1,3,0.128,0.216,0.497,2.39e-06,0.111,-8.025,0.0371,0.313,187.308,68,spotify:track:5TxRUOsGeWeRl3xOML59Ai
57,Are You Gonna Be My Girl,Jet,213800,2,1,4,0.00148,0.613,0.953,0.000582,0.152,-3.435,0.0855,0.537,105.046,75,spotify:track:305WCRhhS10XUcH6AEwZk6
58,Around the World,Daft Punk,429533,7,1,4,0.00356,0.956,0.795,0.889,0.0906,-5.311,0.15,0.841,121.294,70,spotify:track:1pKYYY0dkg23sQQXi0Q5zN
59,Arrows in the Dark (feat. Anjulie),Cash Cash,217787,5,0,4,0.0203,0.659,0.948,0.0,0.81,-2.893,0.0793,0.529,125.017,24,spotify:track:7g2A3ROkrp7Nm6oy4lYnai
60,Ashin’ Kusher,Kid Cudi,228493,0,1,4,0.736,0.86,0.638,0.000708,0.105,-5.773,0.201,0.584,92.997,52,spotify:track:6GSMozgAebBmuM2hCV15H3
61,Ask Me Why - Remastered 2009,The Beatles,146533,4,1,4,0.767,0.605,0.394,0.0,0.0967,-11.33,0.0378,0.597,133.942,50,spotify:track:7529Z6b1rlGZFFPWjHPeV5
62,asmr,21 Savage,171714,1,1,4,0.0399,0.84,0.543,0.0,0.117,-7.738,0.476,0.161,170.067,65,spotify:track:2QgfDF0fQ4sskDthP8MG5w
63,ASTROTHUNDER,Travis Scott,142969,4,0,4,0.142,0.7,0.46,4.81e-05,0.111,-8.111,0.0661,0.286,151.901,73,spotify:track:4MXhiYIRDMGAuvZc5IFTwC
64,Attention,ScHoolboy Q,201040,11,1,4,0.154,0.739,0.798,0.0096,0.126,-7.971,0.414,0.668,154.148,54,spotify:track:1yYnT37zbmhaH6q3dVud0w
65,Attics of My Life - 2013 Remaster,Grateful Dead,314602,9,1,4,0.376,0.44,0.218,8.19e-06,0.097,-12.991,0.0257,0.287,90.258,37,spotify:track:5U0lHydo7tQh5t3dxHpQzu
66,August,No Vacation,190080,9,1,4,0.218,0.779,0.425,0.00174,0.117,-7.088,0.0559,0.296,125.009,48,spotify:track:0xRLP2ZoNjBWh2GnUebqpG
67,Aura,Soulero,277037,6,0,4,0.0332,0.729,0.681,0.326,0.129,-5.33,0.0519,0.0716,128.061,24,spotify:track:5YbvRCX4xqJKqtZWozwR8i
68,Awesome (feat. Matt Ox),Valee,178747,1,1,4,0.37,0.824,0.47,0.0,0.115,-8.767,0.425,0.602,69.968,44,spotify:track:6cYouRbOf9Z2c1JzsIzAP3
69,Ayo,Chris Brown,225227,6,1,4,0.0399,0.823,0.563,0.0,0.0851,-5.095,0.0443,0.682,98.031,74,spotify:track:0k6DnZMLoEUH8NGD5zh2SE
70,B) Hyperstation (Album Version),Sonic Youth,432987,2,1,4,0.0654,0.327,0.872,0.814,0.251,-6.868,0.0446,0.104,133.408,24,spotify:track:6NIBvtwwle8KOLj5L6UR4P
71,Baby Blue (feat. Chance the Rapper),Action Bronson,280160,6,0,4,0.247,0.828,0.487,1.86e-05,0.136,-6.142,0.0343,0.761,85.027,64,spotify:track:7gDwRzJhLs0fFHaGtMDJVM
72,Baby Girl,21 Savage,169093,9,1,4,0.00781,0.852,0.459,0.119,0.133,-9.658,0.391,0.157,163.021,54,spotify:track:3rBwHfVPzmfR3ZVSliB0Om
73,Baby I'm Yours - feat. Irfrane,Breakbot,215787,2,0,4,0.705,0.831,0.794,3.4e-05,0.0978,-3.701,0.0752,0.735,118.075,62,spotify:track:7oGwQOTkMB9Sk3DIKJLd5F
74,Baby It's You - Remastered 2009,The Beatles,160520,4,0,4,0.778,0.608,0.494,0.0,0.0926,-12.211,0.0345,0.879,112.421,59,spotify:track:2VmB1rF9FtfKUmFHDVnq8Q
75,"Bachelor (feat. A$AP Rocky, Lil Yachty, MadeinTYO & Offset)",A$AP Mob,176040,1,1,4,0.0581,0.786,0.614,0.0,0.14,-5.139,0.108,0.141,128.065,23,spotify:track:1zOvz7W9R3T13v5SoOzHFo
76,Back Down,50 Cent,243013,2,1,4,0.262,0.784,0.633,5.82e-06,0.0743,-2.388,0.17,0.227,89.017,48,spotify:track:3EjmNhVqZ4FjK8ZyVKWKM6
77,Back Home,A$AP Rocky,278093,1,1,4,0.193,0.321,0.887,0.0,0.231,-8.502,0.599,0.0946,172.455,51,spotify:track:41FxRrhwqe2LvFcU3WapS1
78,Back To Back,Drake,170638,1,0,4,0.00854,0.893,0.48,0.0,0.116,-3.728,0.356,0.382,86.976,69,spotify:track:5lFDtgWsjRJu8fPOAyJIAK
79,Backlash - Martin Garrix Radio Edit,DubVision,172913,0,0,4,0.00233,0.603,0.792,2.74e-06,0.168,-4.782,0.0472,0.195,126.926,43,spotify:track:1g99YoPWqouj3VYbUh8H2g
80,Bad (feat. Jessame),Lost Kings,198846,5,0,4,0.142,0.678,0.845,0.00776,0.0937,-6.101,0.0276,0.797,110.006,41,spotify:track:6JLzIJYRCA4s5FVoZBza2e
81,Bad and Boujee (feat. Lil Uzi Vert),Migos,343150,11,1,4,0.061,0.927,0.665,0.0,0.123,-5.313,0.244,0.175,127.076,77,spotify:track:4Km5HrUvYTaSUfiSGPJeQR
82,Bad Bad Bad (feat. Lil Baby),Young Thug,149040,6,1,4,0.0976,0.974,0.596,0.0,0.151,-8.888,0.184,0.892,111.959,82,spotify:track:1GeNui6m825V8jP4uKiIaH
83,Bad Business,21 Savage,162253,6,0,4,0.000985,0.856,0.54,1.55e-05,0.0854,-9.729,0.373,0.387,158.05,55,spotify:track:5ZIZgRrrDj60O0F5oA9bVz
84,Bad Guy,21 Savage,169493,1,1,4,0.0158,0.83,0.405,8.61e-06,0.241,-8.484,0.411,0.188,147.07,49,spotify:track:5TvdhNXoHbeGeWtjCYhFuy
85,Bad To The Bone,George Thorogood & The Destroyers,292173,0,1,1,0.00614,0.459,0.727,0.065,0.384,-11.777,0.0303,0.954,149.229,67,spotify:track:6s0NHplywwr1IjnQpUpWJk
86,Bada Boom,Cash Cash,241613,5,0,4,0.000932,0.484,0.978,5.58e-06,0.381,-2.609,0.152,0.227,127.902,24,spotify:track:3ej7jWgZahVbyy4X4OC52x
87,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,174100,2,0,4,0.189,0.883,0.525,0.0,0.0971,-8.054,0.0633,0.312,99.978,82,spotify:track:2zjGJ0dChMR0KxBZS15aqo
88,Baianá,Bakermat,180843,2,0,4,0.000741,0.564,0.723,0.672,0.543,-6.983,0.0702,0.466,121.97,59,spotify:track:3iCO0ZekWPK6rmLnDjejLB
89,Bailando - Spanish Version,Enrique Iglesias,243413,7,1,4,0.0426,0.723,0.777,3.68e-06,0.0451,-3.503,0.108,0.961,91.017,68,spotify:track:32lm3769IRfcnrQV11LO4E
90,Ball For Me (feat. Nicki Minaj),Post Malone,206267,9,1,4,0.513,0.797,0.55,0.0,0.0786,-4.166,0.24,0.543,134.206,75,spotify:track:6IaieqiCVvsNvEt6Y7yOFa
91,ball w/o you,21 Savage,195047,8,1,4,0.0467,0.892,0.633,0.000189,0.139,-7.471,0.0902,0.459,137.994,73,spotify:track:50a8bKqlwDEqeiEknrzkTO
92,Bangarang (feat. Sirah),Skrillex,215253,7,1,4,0.0145,0.716,0.972,3.22e-05,0.317,-2.302,0.196,0.576,110.026,71,spotify:track:6VRhkROS2SZHGlp0pxndbJ
93,Bank Account,21 Savage,220307,8,0,4,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,0.376,75.016,80,spotify:track:2fQrGHiQOvpL9UgPvtYy6G
94,Baptized In Fire,Kid Cudi,285520,4,0,4,0.606,0.673,0.61,0.0177,0.116,-8.386,0.191,0.759,152.062,63,spotify:track:6WSBZroxQaO3FYEpT2ACFH
95,Barely Legal,The Strokes,234693,0,1,4,0.00326,0.426,0.884,0.0495,0.0903,-6.279,0.0365,0.852,157.811,53,spotify:track:21Ay8Y9Pr91nSauPGtK6MW
96,Barry Bonds,Kanye West,204307,1,1,4,0.0451,0.48,0.624,0.0,0.337,-6.131,0.382,0.704,165.057,56,spotify:track:2ipNhjgsoM930FqDFl0ShM
97,Bartier Cardi (feat. 21 Savage),Cardi B,224285,1,1,4,0.00111,0.908,0.524,0.000678,0.383,-7.955,0.181,0.109,138.015,71,spotify:track:0dIoGTQXDh1wVnhIiSyYEa
98,Basket Case,Green Day,181533,3,1,4,0.00293,0.442,0.943,8.71e-06,0.091,-3.205,0.0602,0.781,85.064,79,spotify:track:6L89mwZXSOwYl76YXfX13s
99,The Bay,Metronomy,290173,6,0,4,0.587,0.803,0.47,0.091,0.0723,-7.232,0.0387,0.887,121.226,62,spotify:track:2akjLHnHjDGsgqxuf48VYs
100,Bazaar - Official Sunburn Goa 2015 Anthem,KSHMR,172500,11,0,4,0.125,0.582,0.979,0.00152,0.339,-2.492,0.0714,0.196,128.01,56,spotify:track:712Hktc9DnU5u9uOSn1q1Y
101,Beach Bummer,No Vacation,148192,10,1,4,0.0654,0.689,0.783,0.237,0.147,-5.148,0.0447,0.756,129.955,60,spotify:track:4loxhrC7MqARWyHLofmhtW
102,Beast,Thomas Gold,296360,11,0,4,0.000891,0.654,0.954,0.435,0.158,-1.744,0.312,0.133,127.986,29,spotify:track:69JBtHvvmGPdMOZEKXxLci
103,A Beautiful Mine - Theme Music From Mad Men,RJD2,329093,1,1,4,0.294,0.62,0.666,0.907,0.18,-11.865,0.11,0.0367,114.216,42,spotify:track:04Bd47lKpZ9VhDcYaghu2e
104,Beautiful Now,Zedd,218293,11,0,4,0.0079,0.628,0.833,1.48e-05,0.074,-4.126,0.0282,0.56,128.003,71,spotify:track:2ISSQPb9LHHiV6ng2NXosL
105,BEBE,6ix9ine,217822,0,1,4,0.172,0.635,0.902,0.0,0.125,-3.559,0.109,0.286,102.063,77,spotify:track:6mKs2kkBgvf090H566n1pd
106,Bebop,[bsd.u],100562,4,0,4,0.0386,0.726,0.364,0.784,0.371,-12.019,0.105,0.834,76.977,52,spotify:track:3U19GVybWYwG0wMXzrgL2h
107,Beethoven - 5th Symphony,Ludwig van Beethoven,452022,1,0,4,0.863,0.504,0.0895,0.931,0.106,-19.298,0.0361,0.0643,140.003,30,spotify:track:4NR0krfrpQM4Wa5rPIfbd2
108,Before the Water Gets Too High,Parquet Courts,245400,0,1,4,0.0724,0.494,0.786,0.129,0.349,-4.438,0.0327,0.573,150.025,48,spotify:track:5wpBEy8gYVQmb5VArtayfp
109,Beginning,C418,102101,1,1,4,0.988,0.311,0.0224,0.927,0.091,-30.543,0.0349,0.0379,79.128,52,spotify:track:4B3RbRUP0fl2KxaBWVUfo9
110,Behind Blue Eyes,The Who,221427,4,0,4,0.213,0.394,0.622,4.45e-05,0.0892,-8.258,0.0336,0.342,126.844,71,spotify:track:0cKk8BKEi7zXbdrYdyqBP5
111,beibs in the trap,Travis Scott,213863,7,0,4,0.24,0.743,0.571,0.0,0.291,-6.054,0.145,0.495,119.054,73,spotify:track:0ESJlaM8CE1jRWaNtwSNj8
112,Beings,Madeon,215440,5,1,4,0.0815,0.457,0.723,7.31e-05,0.797,-3.595,0.0518,0.278,106.017,50,spotify:track:7vkPu9wwdUpB6dPmWBNcPv
113,Better Now,Post Malone,231267,10,1,4,0.331,0.68,0.578,0.0,0.135,-5.804,0.04,0.341,145.038,87,spotify:track:7dt6x5M1jzdTEt8oCbisTK
114,Better Things,A$AP Rocky,199467,1,0,4,0.106,0.466,0.443,0.609,0.159,-10.584,0.0975,0.116,100.758,53,spotify:track:3nHbQNMuGuEtIVhPGVfFbF
115,Beverly Hills,Weezer,196093,5,1,4,0.0932,0.693,0.823,0.0,0.328,-3.761,0.0726,0.741,87.904,69,spotify:track:1yKu2MhpwzDXXH2tzG6xoa
116,Beyond Love,Beach House,265187,11,1,4,0.555,0.376,0.566,0.191,0.146,-6.424,0.0255,0.19,160.368,45,spotify:track:4QwMsmmusOzgnohJ6wBjdN
117,Big Brother,Kanye West,287573,11,0,4,0.214,0.498,0.742,0.0,0.0641,-6.248,0.259,0.302,78.428,56,spotify:track:1x6jHJGczTBitBy06hIWgx
118,Big Lie,Post Malone,207680,6,0,4,0.191,0.442,0.684,0.0,0.0725,-4.888,0.168,0.218,170.862,71,spotify:track:02opp1cycqiFNDpLd2o1J3
119,Big On Big,Migos,290794,0,0,4,0.145,0.723,0.768,0.0,0.172,-5.469,0.0587,0.526,142.022,50,spotify:track:3BoPOp7YNORLqMUjE5XAh9
120,Big Rich Town,50 Cent,168983,1,1,4,0.201,0.74,0.682,1.25e-06,0.0981,-8.114,0.285,0.725,92.069,48,spotify:track:4BnFtKaBTYJ07sosJsTjdU
121,Big Smoke,Tash Sultana,238784,2,1,4,0.0326,0.672,0.548,0.0032,0.06,-6.595,0.0621,0.538,129.96,49,spotify:track:3gX4JtvGFpiZzCZJWJhcJi
122,Big Tipper (feat. Lil Keed),Young Thug,223173,2,1,4,0.000709,0.898,0.589,0.0,0.164,-7.841,0.27,0.277,155.005,61,spotify:track:2lcJWXNJUjjL3ycoZrpU2g
123,Bigfoot - Original Mix,W&W,270000,5,0,4,0.00108,0.661,0.887,0.757,0.0756,-3.996,0.0736,0.159,127.992,47,spotify:track:4sKxpfxfS5AdVczPBtv4QX
124,Bird Machine - Jingle Bells Version,DJ Snake,177600,7,1,4,4.47e-05,0.756,0.628,0.633,0.0962,-6.115,0.0605,0.191,100.033,49,spotify:track:6t0KVCE10aI5wUeodIHhmW
125,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,310720,1,1,4,0.0152,0.587,0.698,0.0,0.442,-8.948,0.0943,0.0985,133.954,65,spotify:track:712uvW1Vezq8WpQi38v2L9
126,Black and Yellow,Wiz Khalifa,217667,2,0,4,0.0646,0.684,0.834,0.0,0.271,-4.524,0.0675,0.538,164.02,74,spotify:track:5A6OHHy73AR5tLxgTc98zz
127,Black Folk,ScHoolboy Q,147040,2,0,4,0.831,0.734,0.902,0.00106,0.226,-6.076,0.396,0.4,155.097,54,spotify:track:1iWAx1WGCY6j2zAMdACQ6E
128,Black Nails,Tierra Whack,58453,9,1,3,0.932,0.684,0.293,1.83e-06,0.106,-9.519,0.0966,0.326,134.266,48,spotify:track:50PvTiqi0cZne4mKR7HRck
129,Blackbird,Tash Sultana,574512,8,1,4,0.727,0.372,0.65,0.563,0.108,-8.593,0.0428,0.202,138.721,43,spotify:track:03Ck8sPYEI1YTdJBBOMP6D
130,Blackout,Breathe Carolina,210200,6,1,4,0.00537,0.662,0.819,0.0,0.0498,-4.609,0.124,0.801,122.951,51,spotify:track:3RLC8jJmDOZwrJ5izaISXr
131,Blackout,Tritonal,211690,7,0,4,0.233,0.529,0.739,0.000815,0.112,-2.62,0.0301,0.183,141.889,41,spotify:track:2qJLp4SATqV1OP5IDN7SMl
132,Blame,Calvin Harris,212960,0,0,4,0.0289,0.413,0.856,0.00571,0.343,-4.078,0.0808,0.35,128.017,75,spotify:track:07nH4ifBxUB4lZcsf44Brn
133,Blame Game,Kanye West,469867,10,0,4,0.305,0.425,0.581,6.3e-05,0.11,-5.964,0.0646,0.636,83.352,61,spotify:track:4EndPA8b6FDWYp1RgsnLEB
134,Blame It On Me,Post Malone,261800,11,0,4,0.145,0.652,0.591,5.65e-06,0.164,-7.274,0.0418,0.274,121.873,72,spotify:track:1ZemPoaj7LBj1RAQrb89EC
135,Blank,Disfigure,208901,11,0,4,0.00154,0.619,0.642,1.38e-06,0.158,-5.194,0.0328,0.448,140.012,61,spotify:track:2EjSewEKEZShOUBwFXUrK5
136,BLEACH,BROCKHAMPTON,273151,1,0,4,0.462,0.595,0.657,0.000597,0.437,-6.498,0.183,0.718,156.093,75,spotify:track:0dWOFwdXrbBUYqD9DLsoyK
137,Blessings,Big Sean,252040,1,1,4,0.33,0.79,0.621,0.0,0.122,-7.634,0.275,0.15,118.896,66,spotify:track:1bzM1cd6oqFozdr4wK6HdR
138,Blessings (feat. Jamila Woods),Chance the Rapper,221940,10,1,4,0.723,0.714,0.343,5.48e-06,0.102,-7.641,0.38,0.372,72.348,61,spotify:track:2VQc9orzwE6a5qFfy54P6e
139,"Blessings (feat. Ty Dolla $ign, Anderson .Paak, BJ The Chicago Kid, Raury & Jamila Woods)",Chance the Rapper,230017,8,1,4,0.891,0.381,0.462,0.0,0.199,-8.014,0.124,0.542,80.08,59,spotify:track:5IdQEHgtmj9th3OkfQKhf8
